ID,SOURCE,MAP_KEY_LOC,MAP_KEY_NO,COMPANY_NAME,FACILITY_ID,ADDRESS1,ADDRESS2,CITY,PROV,POSTAL_CODE,X_NAD_83,Y_NAD_83,DISTANCE_METERS,DISTANCE_MILES,DISTANCE_FEET,DIRECTION,ELEV_METERS,ELEV_METERS_DIFF,ELEV_FEET,ELEV_FEET_DIFF,ADDITIONAL_INFO1,ADDITIONAL_INFO2,NOTES,
926660057,HIST RISK,,,Launder-Dry,,5410 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926647306,HIST RISK,,,Welborn's Service Station,,4800 Florida,,Tampa,FL,,,,,,,,,,,,,,,
926646881,HIST RISK,,,Mitchell Charles,,1116 Florida,,Tampa,FL,,,,,,,,,,,,,,,
927830136,HIST RISK,,,Wright Way Garage,,3105 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927862771,HIST RISK,,,Casey John A,,5020 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927751363,HIST RISK,,,Tampa Street Service Station,,1501 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926668135,HIST RISK,,,Loper Jesse L,,6018 Florida ay,,Tampa,FL,,,,,,,,,,,,,,,
927763474,HIST RISK,,,Pfister John S,,2929 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926647712,HIST RISK,,,Smith E J,,5109 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927845774,HIST RISK,,,Graham Marion E,,3412 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926656862,HIST RISK,,,Eichelberger Frank,,1006 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927811742,HIST RISK,,,PIONEER TIRE CO INC THE,,Tampa cor Washington,,Tampa,FL,,,,,,,,,,,,,,,
927751404,HIST RISK,,,Joyce Cleaners,,4298 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926647415,HIST RISK,,,Seminole Laundry & Cleaners,,4904 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926661391,HIST RISK,,,SEMINOLE HEIGHTS GARAGE,,4503 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926666862,HIST RISK,,,Greenwalt W A.,,1321 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926668242,HIST RISK,,,Esau & Norlander,,205 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927885528,HIST RISK,,,Rawlins Archie,,3015 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926661606,HIST RISK,,,WHITE STAR LAUNDRY,,1116 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926645986,HIST RISK,,,PIONEER TIRE CO INC 'THE,,Tampa cor Washington,,Tampa,FL,,,,,,,,,,,,,,,
926658306,HIST RISK,,,Brown L L Port,,Tampa rd cor Switzer av Ballast Pt,,Tampa,FL,,,,,,,,,,,,,,,
927838906,HIST RISK,,,Kirkland & Telander Service Station,,1001 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926654584,HIST RISK,,,Jeffries C H Co,,1109 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926650001,HIST RISK,,,Liberty Garage,,1715 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926659171,HIST RISK,,,Detroit Garage,,1401 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926655641,HIST RISK,,,PIONEER TIRE CO INC THE,,100 Tampa cor Whitin,,Tampa,FL,,,,,,,,,,,,,,,
926646549,HIST RISK,,,Telford Johnson L,,1322 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926659907,HIST RISK,,,G & M Service Station,,501 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926652065,HIST RISK,,,Cane & Scott,,809 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926656364,HIST RISK,,,FLORIDA WET WASH LAUNDRY & DRY CLEANERS,,61021 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926665484,HIST RISK,,,Smith Allen N,,1801 F Waters av,,Tampa,FL,,,,,,,,,,,,,,,
926654327,HIST RISK,,,Spencer Richd W,,6706 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926664190,HIST RISK,,,Wren D A,,1006 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926645688,HIST RISK,,,Bellamy J Carl,,2600 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926646144,HIST RISK,,,McDonald Cleaners,,5010 Florida ay,,Tampa,FL,,,,,,,,,,,,,,,
926646486,HIST RISK,,,Zenith Cleaners,,3114 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926654567,HIST RISK,,,Steu Errol J,,2001 Tampa Bay blvd,,Tampa,FL,,,,,,,,,,,,,,,
926646103,HIST RISK,,,Sterling Cleaners office,,5120 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926648862,HIST RISK,,,EVANS AUTO EXCHANGE,,1115 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926656605,HIST RISK,,,WHITE STAR LAUNDRY,,1110 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926665264,HIST RISK,,,McAlister Arnold J 2208,,Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926653088,HIST RISK,,,Ted's Service Station,,2601 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927844090,HIST RISK,,,Staley Vernon,,3002 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926648873,HIST RISK,,,Manorhill Garage & Machine Shop,,8702 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926650575,HIST RISK,,,Henderson Cleaners,,4230 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926662461,HIST RISK,,,ATLANTIC TIRE SERVICE Inc,,Lafayette cor Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927881419,HIST RISK,,,Reliable Garage,,4900 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926665204,HIST RISK,,,Massey Cleaners,,6425 Florida av 3209 E,,Tampa,FL,,,,,,,,,,,,,,,
926656588,HIST RISK,,,Seminole Heights Garage,,5206 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926667436,HIST RISK,,,ELKES PONTIAC CO INC.,,1101 Florida,,Tampa,FL,,,,,,,,,,,,,,,
926655650,HIST RISK,,,Seminole Service Station,,5020 Florida,,Tampa,FL,,,,,,,,,,,,,,,
927877675,HIST RISK,,,FLORIDA TIRE SERVICE,,3301 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926666248,HIST RISK,,,Flemming Harry W,,3313 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926648077,HIST RISK,,,Armstrong & Miller,,cor Florida and Osborne avs,,Tampa,FL,,,,,,,,,,,,,,,
926650679,HIST RISK,,,Visible Filling Station,,4307 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926653332,HIST RISK,,,Sunshine Laundry & Cleaners,,504 Florida,,Tampa,FL,,,,,,,,,,,,,,,
927728345,HIST RISK,,,LENE WELDING CO,,1106 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926657363,HIST RISK,,,Carroll P P,,708 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926646016,HIST RISK,,,Sumner J Franklin,,29291 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926658535,HIST RISK,,,Allee LeRoy,,3402 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926652127,HIST RISK,,,Auto Safety Service,,1221 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926658672,HIST RISK,,,Esquire Dry Cleaning,,323 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926652501,HIST RISK,,,Dickason & Curry,,4301 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926660820,HIST RISK,,,Eagle Cing Co,,3116 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926657476,HIST RISK,,,Sammons Garage,,1605 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927812234,HIST RISK,,,BORNSTEIN HERMAN 0,,622 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926666523,HIST RISK,,,Hemming Bros,,Port Tampa rd ne cor Susquehanna av Ballast Pt,,Tampa,FL,,,,,,,,,,,,,,,
927889184,HIST RISK,,,Don's Service Station,,6425 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927761880,HIST RISK,,,BAUGHMAN G NORMAN CO THE,,Florida av at Jackson,,Tampa,FL,,,,,,,,,,,,,,,
927860976,HIST RISK,,,McAvoy Chas R,,1004 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927820820,HIST RISK,,,Empire Tailors & Cleaners,,711 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926647874,HIST RISK,,,Benton Body Shop,,2003 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926645633,HIST RISK,,,PIONEER TIRE CO INC THE,,100 Tampa cor Whiting,,Tampa,FL,,,,,,,,,,,,,,,
926651181,HIST RISK,,,Cane & Scott,,801 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926660337,HIST RISK,,,Imperial Florida Oil Co,,3802 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926654621,HIST RISK,,,Wonder Oil Station,,4315 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927860422,HIST RISK,,,James Frank E,,5320 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927882635,HIST RISK,,,Boyd & Boyd Service Station,,3920 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926664280,HIST RISK,,,Carlton Curtis C,,2706 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926645667,HIST RISK,,,Shell Oil Co Inc,,1500 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926660767,HIST RISK,,,Star Cleaning Co,,1119 Ashley,,Tampa,FL,,,,,,,,,,,,,,,
926646956,HIST RISK,,,Standard Dry Cleaning,,4610 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927822765,HIST RISK,,,Gruetzmacher Otto C,,6111 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927728257,HIST RISK,,,Kelley's Service Station,,1300 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926649693,HIST RISK,,,French Hart P,,3419 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927744341,HIST RISK,,,FLORIDA AUTO & SUPPLY CO,,301 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926654880,HIST RISK,,,Central Service Station,,2108 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926658336,HIST RISK,,,Quality Dry Cleaners,,4604 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926650822,HIST RISK,,,CHALKER & WADE,,Florida av nw cor Hillsborough,,Tampa,FL,,,,,,,,,,,,,,,
926656669,HIST RISK,,,PIONEER TIRE CO INC,,Tampa cor Washington,,Tampa,FL,,,,,,,,,,,,,,,
927784820,HIST RISK,,,CHALKER & WADE,,Florida av nw cor Hill sborough,,Tampa,FL,,,,,,,,,,,,,,,
927843239,HIST RISK,,,Warren's DeSoto Cleaners & Lanudry Co,,1708 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926653226,HIST RISK,,,Florida-Fern Service Station,,6401 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926646088,HIST RISK,,,Fletcher Service Station,,2508 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926656858,HIST RISK,,,HICKEY TIRE SERVICE,,1105 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926648926,HIST RISK,,,Echavarria Fred,,4216 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927824416,HIST RISK,,,McAlister Arnie J,,3914 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926646888,HIST RISK,,,Spotless Cleaners,,6210 Florida,,Tampa,FL,,,,,,,,,,,,,,,
926652482,HIST RISK,,,Weirs Laundry,,1405 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926662842,HIST RISK,,,Stromberger Wm A,,5510 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926660067,HIST RISK,,,Race Track Filling Statio n,,1813 Tampa Bay blvd,,Tampa,FL,,,,,,,,,,,,,,,
926646882,HIST RISK,,,Seminole Heights Service Station,,5302 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926650660,HIST RISK,,,Staley's Filling Station,,1002 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926664912,HIST RISK,,,Vogue Cleaners & Laundry Morrison av,,508 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926648487,HIST RISK,,,Kinsman Harry,,805 Fairbanks,,Tampa,FL,,,,,,,,,,,,,,,
927822700,HIST RISK,,,Swegan's Service Station,,5000 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926652306,HIST RISK,,,McConnell Milton H,,3320 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926653006,HIST RISK,,,FLORIDA AUTO & SUPPLY CO,,303 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926648273,HIST RISK,,,Arrow Motor Co,,1415 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926660759,HIST RISK,,,CHALKER SELWYN,,Florida av n w cor Hillsborough,,Tampa,FL,,,,,,,,,,,,,,,
926668133,HIST RISK,,,Economy Oil Co,,2500 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927803401,HIST RISK,,,Hall's Service Station,,4204 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926647618,HIST RISK,,,Fortune & Tampa Street Service Station,,1224 Tampa blvd,,Tampa,FL,,,,,,,,,,,,,,,
926666726,HIST RISK,,,Phelps Cleaners,,4016 Florida,,Tampa,FL,,,,,,,,,,,,,,,
926646411,HIST RISK,,,Brandon's Service Station,,1701 Florida.,,Tampa,FL,,,,,,,,,,,,,,,
927882339,HIST RISK,,,Gulf Oil Co,,1016 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926649316,HIST RISK,,,PIONEER TIRE CO INC THE,,102 Tampa cor Whiting,,Tampa,FL,,,,,,,,,,,,,,,
926646974,HIST RISK,,,NATIONAL CLEANERS & DYERS,,603 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926648885,HIST RISK,,,Barber R H Inc,,803 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926646410,HIST RISK,,,Stubbs Auto Co.,,1100 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927890097,HIST RISK,,,Reed Wallie,,7410 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926649023,HIST RISK,,,Greene's Serv Sta,,2306 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927741204,HIST RISK,,,Douglas & Wilsky,,2905 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927738669,HIST RISK,,,BLUE'S CHIEF SERVICE STATIONSNo 2,,7th and Florida avs,,Tampa,FL,,,,,,,,,,,,,,,
927845820,HIST RISK,,,Krissman Michl M,,914 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927757489,HIST RISK,,,Norris Paul E,,4418 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926666902,HIST RISK,,,McClelland Service Station,,2108 Florida,,Tampa,FL,,,,,,,,,,,,,,,
927824155,HIST RISK,,,Carroll P P,,616 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927777969,HIST RISK,,,Veach Clarence E,,2009 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926658566,HIST RISK,,,Nebraska Dry Clars,,3807 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926659803,HIST RISK,,,Latimer's Gulf Service,,1005 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927864561,HIST RISK,,,ELKAS PONTIAC CO INC.,,1101 Florida av cor Harrison,,Tampa,FL,,,,,,,,,,,,,,,
926651758,HIST RISK,,,Ace Garage,,1111 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927845843,HIST RISK,,,Idlewild Service Station,,7800 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926664338,HIST RISK,,,Duncan Cleaning Co,,1215 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926662301,HIST RISK,,,Crouse Geo L,,2702 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926647194,HIST RISK,,,SEMINOLE LAUNDRY & CLEANERS,,4904 Florida,,Tampa,FL,,,,,,,,,,,,,,,
927880884,HIST RISK,,,Idlewild Garage,,6112 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926649579,HIST RISK,,,La Rose Cleaners & Laundry,,1310 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926646730,HIST RISK,,,Blue Bird Clnrs,,5106 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927780222,HIST RISK,,,Lynn Library Cleaners The,,1908 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927737804,HIST RISK,,,Gulf Oll Service Station,,2410 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927773246,HIST RISK,,,BAUGHMAN G NORMAN CO THE,,Florida av at Jackson,,Tampa,FL,,,,,,,,,,,,,,,
926649859,HIST RISK,,,Eureka Cleaning Co,,703 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926664377,HIST RISK,,,Evans Service Station,,2705 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927770488,HIST RISK,,,PIONEER TIRE CO INC THE,,Tampa cor Washington,,Tampa,FL,,,,,,,,,,,,,,,
927712523,HIST RISK,,,Thurow Albert J,,4901 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926655322,HIST RISK,,,ELKES PONTIAC CO INC,,1101 Florida cor Harrison,,Tampa,FL,,,,,,,,,,,,,,,
926648583,HIST RISK,,,Greene Sylvester V,,2510 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926656233,HIST RISK,,,Goulding CE,,1112 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926658037,HIST RISK,,,White Way Cleaners & Laundry,,1224 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927785252,HIST RISK,,,Southern Cing Co,,2750 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926651251,HIST RISK,,,North Park Service Station,,6424 Florida,,Tampa,FL,,,,,,,,,,,,,,,
926668069,HIST RISK,,,Smith John W,,5924 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926655845,HIST RISK,,,GULF REFINING CO,,Amelia cor Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927804189,HIST RISK,,,Janeway Jas P,,5116 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926658882,HIST RISK,,,Simmons Dry Cleaning Co,,3708 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926647299,HIST RISK,,,Bett's Service Station,,4115 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927805864,HIST RISK,,,PIONEER TIRE CO INC THE,,Tampa cor Washington,,Tampa,FL,,,,,,,,,,,,,,,
926656332,HIST RISK,,,Auto Spring Repair Co,,3710 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927738120,HIST RISK,,,January's Filling Station,,1101 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926666432,HIST RISK,,,Florida Auto Electric Co Inc,,1107 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926665528,HIST RISK,,,Carleto M Jos,,709 Ashley,,Tampa,FL,,,,,,,,,,,,,,,
926652601,HIST RISK,,,FLORIDA TRADING POST INC,,217 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926667230,HIST RISK,,,Johnson's Garage,,3919 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926656890,HIST RISK,,,Selner & Long,,1614 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926656640,HIST RISK,,,McCormack Joseph,,3813 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926646953,HIST RISK,,,Universal Cleaners & Laundry,,313 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927710866,HIST RISK,,,Towne Barrel,,508 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926651118,HIST RISK,,,Blanchard Edwin E,,5923 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
927836615,HIST RISK,,,Boyd & McCullough,,211 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927759569,HIST RISK,,,Williams Geo E,,3712 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926653782,HIST RISK,,,MCCASKILL TAILORING CO,,414 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
926651157,HIST RISK,,,Stubblefield Garage,,4611 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926649656,HIST RISK,,,CHALKER SELWYN,,Florida av nw cor Hillsborough,,Tampa,FL,,,,,,,,,,,,,,,
926662928,HIST RISK,,,Mackev John W,,2000 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927830211,HIST RISK,,,BLUE'S CHIEF SERVICE STATIONS No 2,,7th and Florida avs,,Tampa,FL,,,,,,,,,,,,,,,
926664874,HIST RISK,,,Gifford-McKinnon Inc,,Tampa se cor Washington,,Tampa,FL,,,,,,,,,,,,,,,
926651378,HIST RISK,,,Pearson's Garage S,,605 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926646878,HIST RISK,,,G & H Motor Car Co,,907 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926666560,HIST RISK,,,Seminole Heights Service Station,,4800 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926665156,HIST RISK,,,Boyd Vernon L,,209 Tampa,,Tampa,FL,,,,,,,,,,,,,,,
927735267,HIST RISK,,,Hillsboro Avenue Service Station,,5402 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
926647708,HIST RISK,,,Garcia Julio,,2009 Tampa Bay blvd,,Tampa,FL,,,,,,,,,,,,,,,
927866507,HIST RISK,,,Nelms Blucher L,,5920 Florida av,,Tampa,FL,,,,,,,,,,,,,,,
818516534,HMIRS,,,,I-2000020130,PORT OF TAMPA,,TAMPA,FL,,,,,,,,,,,,,,,
818103567,HMIRS,,,,I-2001051009,PORT OF TAMPA (FREEPORT),,TAMPA,FL,,-82.4454952,27.9434487,,,,,,,,,,,,
818360185,HMIRS,,,,I-2003050705,PORT TAMPA,,TAMPA,FL,,,,,,,,,,,,,,,
818244848,HMIRS,,,,I-1999060017,PORT OF TAMPA,,TAMPA,FL,,,,,,,,,,,,,,,
848871766,HMIRS,,,,I-2015110690,TAMPA INTERNATIONAL AIRPORT,,TAMPA,FL,,-82.5370781,27.9834776,,,,,,,,,,,,
818612639,HMIRS,,,,I-1996020347,PORT TAMPA,,TAMPA,FL,,,,,,,,,,,,,,,
818147148,HMIRS,,,,I-2002110013,PORT OF TAMPA,,TAMPA,FL,,,,,,,,,,,,,,,
818213471,HMIRS,,,,I-1990040238,TAMPA INTL AIRPORT,,TAMPA,FL,,,,,,,,,,,,,,,
818419649,HMIRS,,,,I-1998070794,N FLORIDA AVENUE,,TAMPA,FL,,,,,,,,,,,,,,,
818521535,HMIRS,,,,I-1992100051,PORT TAMPA,,TAMPA,FL,,,,,,,,,,,,,,,
818270928,HMIRS,,,,I-2001100724,TAMPA INTERNATIONAL AIRPORT,,TAMPA,FL,,-82.5370781,27.9834776,,,,,,,,,,,,
818159691,HMIRS,,,,I-1999020363,PORT OF TAMPA,,TAMPA,FL,,,,,,,,,,,,,,,
818537794,HMIRS,,,,I-1999050326,TAMPA INTERNATIONAL AIRPORT,,TAMPA,FL,,-82.5370781,27.9834776,,,,,,,,,,,,
818363651,HMIRS,,,,I-1998070666,PORT OF TAMPA,,TAMPA,FL,,,,,,,,,,,,,,,
828354815,ICIS,,,THE HARDAWAY COMPANY,,TAMPA INTERNATIONAL AIRPORT,,TAMPA,FL,33687,,,,,,,,,,,Registry ID: 110062729249,,,
848305405,MINES,,,TAMPA SALES YARD,,"60 West to South SR 41 in Tampa, Pass Port Sutton to Pendola Point Road, go",right to plant on right.,Tampa,FL,,,,,,,,,,,,Mine ID: 0801194,,,
922508790,OSC RESPONSE,,,Hurricane Charley,,Tampa,,Tampa,FL,33805,,,,,,,,,,,,,,
875973718,PFAS AFFF,,,Tampa Fire Rescue Training Facility,,"176 East 34th Street Tampa, FL 33605",,,FL,,,,,,,,,,,,,,,
860534572,PRP,,,"AIRCRAFT SERVICE INTERNATIONAL, INC.",,TAMPA AIRPORT MARRIOTT HOTEL,,TAMPA,FL,33607,,,,,,,,,,,Site EPA ID: FLD004091807,,,
860563808,PRP,,,TAMPA SHIPBUILDING AND REPAIR CO.,,C/O TAMPA SHIPYARDS INC. PO BOX 1277,,TAMPA,FL,33601,,,,,,,,,,,Site EPA ID: FLD088783865,,,
860599069,PRP,,,GTE FLORIDA INCORPORATED,,SOUTH AREA ONE TAMPA CITY CENTER,,TAMPA,FL,33601,,,,,,,,,,,Site EPA ID: FLD004091807,,,
860520706,PRP,,,"TRIBUNE CO, THE",,TAMPA TRIBUNE 202 PARKER STREET,,TAMPA,FL,33606,,,,,,,,,,,Site EPA ID: FLD088783865,,,
860549917,PRP,,,GTE FLORIDA INCORPORATED,,SOUTH AREA ONE TAMPA CITY CENTER,,TAMPA,FL,33601,,,,,,,,,,,Site EPA ID: FLD980494959,,,
927664805,RCRA NON GEN,,,FDOT,,INTERSECTION OF I-4 & I-275,,TAMPA,FL,33612,,,,,,,,,,,Handler ID | Recycler Activity?: FLT970057386 | NO,,,
810081875,RCRA NON GEN,,,SS KEYSTONE TEXAS (VESSEL),,BERTH #208 PORT OF TAMPA,,TAMPA,FL,33605,,,,,,,,,,,Handler ID | Recycler Activity?: FLT090080680 | YES,,,
828859520,SEMS ARCHIVE,,,WASTE CHEMICAL SPILL,,1 MILE N OF BUSCH BLVD,,TAMPA,FL,33618,,,,,,,,,,,EPA ID: FLD980709620,,,
813621472,SPILLS,,,,,"Berth 263, Port of Tampa",,TAMPA,FL,,,,,,,,,,,,Incident No | Incident Date: 39461 | 05/12/2008,,,
813622663,SPILLS,,,,,"Port of Tampa near Terminal 6, Berth 267",,TAMPA,FL,,,,,,,,,,,,Incident No | Incident Date: 6442 | 07/18/2006,,,
813622840,SPILLS,,,,,"Garrison Seaport, Port of Tampa",,TAMPA,FL,,-82.4454952,27.9434487,,,,,,,,,Incident No | Incident Date: 4327 | 02/23/2006,,,
813622955,SPILLS,,,,,"Port of Tampa, Berth 273",,TAMPA,FL,,,,,,,,,,,,Incident No | Incident Date: 35415 | 08/23/2004,,,
813623142,SPILLS,,,,,Tampa Bay near MacDill AFB to Weedon Island area,,TAMPA,FL,,,,,,,,,,,,Incident No | Incident Date: 47956 | 11/03/2012,,,
813623476,SPILLS,,,,,Tampa Shrimp Docks behind Seabreeze Restaurant,,TAMPA,FL,,,,,,,,,,,,Incident No | Incident Date: 9589 | 09/12/2000,,,
813623498,SPILLS,,,,,"Port of Tampa, Berth 264",,TAMPA,FL,,-82.4326972,27.9250656,,,,,,,,,Incident No | Incident Date: 32792 | 10/31/2000,,,
813623570,SPILLS,,,,,"Old Tampa Bay at SR 60, Cortnet Campbell Boat Ramp",,TAMPA,FL,,-82.6101641,27.9719863,,,,,,,,,Incident No | Incident Date: 31849 | 03/16/2000,,,
822200047,SPILLS,,,,,"City of Tampa right-of-way, near 5117 Galiaferro Ave.",,TAMPA,FL,,-82.456854,27.945819,,,,,,,,,Incident No | Incident Date: 50241 | 01/06/2014,,,
822200302,SPILLS,,,,,"Causeway Blvd., S of the entrance to Port Tampa Bay, near the shrimp docks",,TAMPA,FL,,-82.426335,27.928452,,,,,,,,,Incident No | Incident Date: 51591 | 09/24/2014,,,
822200429,SPILLS,,,,,Port Tampa,,TAMPA,FL,,,,,,,,,,,,Incident No | Incident Date: 51234 | 07/29/2014,,,
822200568,SPILLS,,,,,"Tampa Bay, about 3 miles S of Peter O'Knight Airport, Davis Islands",,TAMPA,FL,,-82.4501646,27.9143302,,,,,,,,,Incident No | Incident Date: 51646 | 10/06/2014,,,
